Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,Churn_Label,Tenure_Group
13,29,4,Fashion,5,Single,3,1,9.0,233.8,0,Retained,">12 Months (Low Risk)"
1,12,4,"Mobile Phone",5,Single,3,1,3.0,148.8,0,Retained,"0-3 Months (High Risk)"
21,6,4,Others,2,Single,7,0,0.0,282.65,0,Retained,">12 Months (Low Risk)"
1,18,4,"Mobile Phone",4,Divorced,3,0,3.0,147.44,0,Retained,"0-3 Months (High Risk)"
22,8,5,Others,1,Single,8,0,1.0,307.65,0,Retained,">12 Months (Low Risk)"
2,16,4,"Mobile Phone",2,Divorced,3,0,5.0,145.7,0,Retained,"0-3 Months (High Risk)"
12,25,6,"Laptop & Accessory",1,Married,5,1,1.0,183.11,0,Retained,"4-12 Months (Medium Risk)"
1,7,4,"Laptop & Accessory",3,Divorced,3,0,8.0,177.96,0,Retained,"0-3 Months (High Risk)"
12,7,5,Fashion,3,Single,11,1,1.0,178.81,1,Churned,"4-12 Months (Medium Risk)"
21,11,4,"Laptop & Accessory",3,Single,5,0,1.0,154.76,0,Retained,">12 Months (Low Risk)"
3,35,5,"Mobile Phone",5,Single,3,0,5.0,162.85,0,Retained,"0-3 Months (High Risk)"
3,20,5,"Laptop & Accessory",4,Married,6,1,4.0,165.25,0,Retained,"0-3 Months (High Risk)"
17,13,3,Others,1,Married,1,1,10.0,290.49,0,Retained,">12 Months (Low Risk)"
24,11,4,Others,4,Married,5,0,7.0,316.44,0,Retained,">12 Months (Low Risk)"
16,12,4,"Mobile Phone",3,Divorced,6,0,1.0,145.93,0,Retained,">12 Months (Low Risk)"
19,21,3,Others,4,Divorced,6,0,3.0,290.81,0,Retained,">12 Months (Low Risk)"
11,8,3,Fashion,4,Single,8,0,0.0,173.51,0,Retained,"4-12 Months (Medium Risk)"
15,8,4,"Mobile Phone",4,Married,5,0,0.0,148.41,0,Retained,">12 Months (Low Risk)"
6,13,3,"Laptop & Accessory",4,Divorced,1,0,2.0,143.02,0,Retained,"4-12 Months (Medium Risk)"
5,14,4,Fashion,1,Single,3,1,11.0,196.43,0,Retained,"4-12 Months (Medium Risk)"
15,12,2,"Laptop & Accessory",4,Single,5,0,3.0,193.7,0,Retained,">12 Months (Low Risk)"
1,15,3,"Laptop & Accessory",1,Single,2,0,7.0,152.53,0,Retained,"0-3 Months (High Risk)"
1,18,5,"Mobile Phone",5,Single,3,1,1.0,151,1,Churned,"0-3 Months (High Risk)"
4,10,1,"Mobile Phone",3,Married,9,0,2.0,139.78,0,Retained,"4-12 Months (Medium Risk)"
28,14,4,"Laptop & Accessory",1,Married,6,0,8.0,193.54,0,Retained,">12 Months (Low Risk)"
1,15,4,Fashion,3,Single,3,0,,212.26,0,Retained,"0-3 Months (High Risk)"
13,31,5,Grocery,1,Married,2,0,7.0,245.31,0,Retained,">12 Months (Low Risk)"
9,15,2,"Mobile Phone",1,Married,3,0,2.0,147.69,0,Retained,"4-12 Months (Medium Risk)"
14,9,4,"Mobile Phone",3,Married,4,0,3.0,148.45,0,Retained,">12 Months (Low Risk)"
1,5,5,"Mobile Phone",4,Married,3,0,1.0,150.96,1,Churned,"0-3 Months (High Risk)"
0,16,4,Fashion,5,Married,10,0,0.0,203.06,1,Churned,"0-3 Months (High Risk)"
3,30,4,"Mobile Phone",2,Single,11,0,3.0,147.01,0,Retained,"0-3 Months (High Risk)"
8,17,4,"Mobile Phone",3,Married,3,1,1.0,163.15,0,Retained,"4-12 Months (Medium Risk)"
11,14,4,"Laptop & Accessory",5,Married,7,1,5.0,167.84,0,Retained,"4-12 Months (Medium Risk)"
17,14,1,Mobile,2,Divorced,3,1,2.0,128.18,0,Retained,">12 Months (Low Risk)"
17,33,4,Grocery,1,Married,3,1,13.0,294.59,0,Retained,">12 Months (Low Risk)"
7,14,3,"Laptop & Accessory",5,Divorced,6,0,2.0,165,0,Retained,"4-12 Months (Medium Risk)"
0,10,3,Mobile,4,Single,2,0,2.0,132.95,0,Retained,"0-3 Months (High Risk)"
1,16,4,"Mobile Phone",5,Single,9,0,5.0,167,1,Churned,"0-3 Months (High Risk)"
19,9,3,Grocery,4,Divorced,9,0,1.0,266.06,0,Retained,">12 Months (Low Risk)"
3,22,3,"Laptop & Accessory",3,Divorced,9,0,2.0,153.01,0,Retained,"0-3 Months (High Risk)"
14,8,3,Grocery,5,Divorced,8,0,8.0,265.95,0,Retained,">12 Months (Low Risk)"
28,8,4,Grocery,1,Single,8,0,8.0,298.28,0,Retained,">12 Months (Low Risk)"
28,12,4,Others,5,Divorced,6,0,3.0,319.06,0,Retained,">12 Months (Low Risk)"
1,15,2,"Laptop & Accessory",4,Married,2,0,3.0,173.51,0,Retained,"0-3 Months (High Risk)"
25,6,3,Grocery,2,Divorced,3,0,8.0,270.99,0,Retained,">12 Months (Low Risk)"
1,8,3,"Laptop & Accessory",4,Married,5,0,4.0,148.55,1,Churned,"0-3 Months (High Risk)"
3,16,4,"Laptop & Accessory",3,Divorced,2,0,4.0,165.78,0,Retained,"0-3 Months (High Risk)"
15,16,3,Mobile,3,Married,4,0,3.0,129.36,0,Retained,">12 Months (Low Risk)"
9,32,3,"Laptop & Accessory",3,Married,7,0,2.0,153.47,0,Retained,"4-12 Months (Medium Risk)"
12,17,4,"Laptop & Accessory",3,Married,5,0,3.0,185.77,0,Retained,"4-12 Months (Medium Risk)"
1,10,4,"Laptop & Accessory",5,Divorced,3,1,4.0,166.94,0,Retained,"0-3 Months (High Risk)"
5,9,4,"Mobile Phone",2,Married,2,1,3.0,151.95,0,Retained,"4-12 Months (Medium Risk)"
5,35,4,Mobile,4,Single,2,0,1.0,128.37,0,Retained,"4-12 Months (Medium Risk)"
6,33,4,"Laptop & Accessory",1,Married,2,0,3.0,169.65,0,Retained,"4-12 Months (Medium Risk)"
18,14,4,Others,1,Married,2,1,11.0,315.49,0,Retained,">12 Months (Low Risk)"
13,15,4,"Laptop & Accessory",1,Married,10,0,2.0,148.76,0,Retained,">12 Months (Low Risk)"
9,7,5,"Mobile Phone",3,Married,8,0,8.0,147.58,0,Retained,"4-12 Months (Medium Risk)"
9,32,5,"Laptop & Accessory",2,Single,6,0,3.0,161.81,0,Retained,"4-12 Months (Medium Risk)"
4,14,5,"Mobile Phone",4,Married,3,0,2.0,146.41,0,Retained,"4-12 Months (Medium Risk)"
8,14,3,"Laptop & Accessory",3,Married,2,0,9.0,141.48,0,Retained,"4-12 Months (Medium Risk)"
9,15,4,"Laptop & Accessory",4,Married,3,1,2.0,188.47,0,Retained,"4-12 Months (Medium Risk)"
1,7,4,"Mobile Phone",1,Single,3,1,9.0,151.86,1,Churned,"0-3 Months (High Risk)"
15,20,4,"Laptop & Accessory",3,Single,8,0,3.0,162.44,0,Retained,">12 Months (Low Risk)"
24,15,3,Others,4,Married,5,1,10.0,298.47,0,Retained,">12 Months (Low Risk)"
24,13,4,"Laptop & Accessory",3,Married,3,0,0.0,161.32,0,Retained,">12 Months (Low Risk)"
2,6,3,Fashion,1,Married,2,0,1.0,179.18,0,Retained,"0-3 Months (High Risk)"
19,7,1,Grocery,5,Single,2,0,12.0,275.67,0,Retained,">12 Months (Low Risk)"
16,12,4,"Laptop & Accessory",3,Single,2,1,8.0,140.81,0,Retained,">12 Months (Low Risk)"
21,16,4,Others,4,Married,5,0,9.0,296.65,0,Retained,">12 Months (Low Risk)"
2,8,3,"Laptop & Accessory",1,Married,2,0,3.0,188.53,0,Retained,"0-3 Months (High Risk)"
6,6,2,Grocery,3,Married,5,0,5.0,261.84,0,Retained,"4-12 Months (Medium Risk)"
12,34,4,"Laptop & Accessory",5,Single,4,0,3.0,142.84,1,Churned,"4-12 Months (Medium Risk)"
30,18,5,"Laptop & Accessory",5,Married,6,0,1.0,178.8,0,Retained,">12 Months (Low Risk)"
12,11,4,"Mobile Phone",3,Married,9,0,1.0,158.06,0,Retained,"4-12 Months (Medium Risk)"
3,28,4,"Laptop & Accessory",3,Married,3,1,0.0,163.8,1,Churned,"0-3 Months (High Risk)"
11,32,5,"Laptop & Accessory",1,Married,9,0,4.0,182.31,0,Retained,"4-12 Months (Medium Risk)"
0,7,3,Mobile,3,Single,1,0,2.0,133.75,0,Retained,"0-3 Months (High Risk)"
3,22,6,"Mobile Phone",1,Married,2,1,4.0,146.68,0,Retained,"0-3 Months (High Risk)"
1,16,4,"Mobile Phone",5,Single,3,0,1.0,150.52,0,Retained,"0-3 Months (High Risk)"
8,14,3,"Mobile Phone",3,Single,2,0,4.0,143.23,0,Retained,"4-12 Months (Medium Risk)"
4,7,5,Fashion,3,Single,3,0,,209.74,0,Retained,"4-12 Months (Medium Risk)"
5,16,3,Mobile,3,Married,7,0,3.0,134.33,0,Retained,"4-12 Months (Medium Risk)"
31,22,4,Grocery,3,Married,4,1,3.0,282.87,0,Retained,">12 Months (Low Risk)"
4,14,3,Grocery,4,Single,4,0,0.0,264.22,0,Retained,"4-12 Months (Medium Risk)"
12,21,3,Grocery,5,Single,1,0,10.0,233.41000000000003,0,Retained,"4-12 Months (Medium Risk)"
7,6,4,"Mobile Phone",2,Divorced,2,1,3.0,136.22,0,Retained,"4-12 Months (Medium Risk)"
12,30,3,"Laptop & Accessory",1,Single,8,0,7.0,141.08,0,Retained,"4-12 Months (Medium Risk)"
0,8,1,Mobile,5,Single,8,0,1.0,134.24,0,Retained,"0-3 Months (High Risk)"
14,16,4,"Laptop & Accessory",5,Married,2,0,2.0,179.73,0,Retained,">12 Months (Low Risk)"
18,8,4,Grocery,2,Divorced,10,0,8.0,267.92,0,Retained,">12 Months (Low Risk)"
11,26,4,"Laptop & Accessory",3,Married,5,0,3.0,182.68,0,Retained,"4-12 Months (Medium Risk)"
21,14,5,Fashion,5,Married,9,1,,225.08,1,Churned,">12 Months (Low Risk)"
9,9,4,"Laptop & Accessory",4,Single,7,0,3.0,169.25,0,Retained,"4-12 Months (Medium Risk)"
10,12,3,"Laptop & Accessory",1,Married,5,0,1.0,165.02,0,Retained,"4-12 Months (Medium Risk)"
8,17,4,"Mobile Phone",4,Married,3,0,1.0,145.08,0,Retained,"4-12 Months (Medium Risk)"
25,6,4,Others,3,Married,1,0,9.0,299.99,0,Retained,">12 Months (Low Risk)"
14,8,3,Grocery,4,Single,2,0,4.0,260.15,0,Retained,">12 Months (Low Risk)"
0,6,4,"Laptop & Accessory",5,Married,2,0,7.0,197.14,1,Churned,"0-3 Months (High Risk)"
1,16,5,"Mobile Phone",3,Divorced,2,1,1.0,158.88,1,Churned,"0-3 Months (High Risk)"
14,16,5,"Laptop & Accessory",4,Single,2,0,9.0,161.51,0,Retained,">12 Months (Low Risk)"
11,16,3,"Laptop & Accessory",3,Married,4,0,2.0,160.77,0,Retained,"4-12 Months (Medium Risk)"
3,9,4,"Mobile Phone",4,Married,2,0,3.0,156.8,0,Retained,"0-3 Months (High Risk)"
0,28,4,Mobile,4,Married,2,0,0.0,128.63,1,Churned,"0-3 Months (High Risk)"
19,36,4,"Mobile Phone",1,Single,7,0,4.0,159.52,0,Retained,">12 Months (Low Risk)"
20,8,4,Mobile,1,Single,2,1,2.0,132.94,0,Retained,">12 Months (Low Risk)"
28,29,4,Grocery,3,Married,5,0,8.0,299.26,0,Retained,">12 Months (Low Risk)"
5,31,4,"Laptop & Accessory",1,Single,4,0,5.0,177.38,0,Retained,"4-12 Months (Medium Risk)"
0,6,3,"Laptop & Accessory",3,Married,1,0,2.0,148.98,0,Retained,"0-3 Months (High Risk)"
0,30,5,"Mobile Phone",2,Single,2,1,0.0,111.18,1,Churned,"0-3 Months (High Risk)"
5,15,2,"Mobile Phone",4,Single,11,0,3.0,146.09,0,Retained,"4-12 Months (Medium Risk)"
5,10,4,"Mobile Phone",5,Married,3,1,4.0,155.65,0,Retained,"4-12 Months (Medium Risk)"
15,8,3,Grocery,5,Divorced,1,0,7.0,276.65,0,Retained,">12 Months (Low Risk)"
2,15,4,"Mobile Phone",1,Single,3,0,3.0,158.1,0,Retained,"0-3 Months (High Risk)"
1,15,3,"Laptop & Accessory",4,Divorced,2,0,3.0,173.51,0,Retained,"0-3 Months (High Risk)"
24,9,4,Others,3,Married,4,1,8.0,317.37,0,Retained,">12 Months (Low Risk)"
16,31,4,Fashion,5,Divorced,3,1,9.0,199.06,0,Retained,">12 Months (Low Risk)"
1,14,6,"Laptop & Accessory",3,Single,3,1,7.0,185.74,1,Churned,"0-3 Months (High Risk)"
0,11,3,Mobile,3,Single,2,1,0.0,128.51,1,Churned,"0-3 Months (High Risk)"
29,15,3,Grocery,2,Divorced,8,0,,211.02999999999997,0,Retained,">12 Months (Low Risk)"
20,14,4,"Laptop & Accessory",3,Divorced,4,0,1.0,177.58,0,Retained,">12 Months (Low Risk)"
20,11,3,Others,3,Divorced,5,0,1.0,283,0,Retained,">12 Months (Low Risk)"
7,9,5,"Laptop & Accessory",5,Single,4,0,12.0,147.59,0,Retained,"4-12 Months (Medium Risk)"
19,13,3,"Laptop & Accessory",3,Divorced,3,0,0.0,152.58,0,Retained,">12 Months (Low Risk)"
9,10,4,Fashion,1,Married,8,0,9.0,203.23,0,Retained,"4-12 Months (Medium Risk)"
13,8,1,"Laptop & Accessory",4,Married,2,0,7.0,142.44,0,Retained,">12 Months (Low Risk)"
6,7,4,"Laptop & Accessory",4,Married,3,0,10.0,187.2,0,Retained,"4-12 Months (Medium Risk)"
10,16,4,"Laptop & Accessory",2,Married,3,1,0.0,166.94,0,Retained,"4-12 Months (Medium Risk)"
9,9,4,"Mobile Phone",1,Married,3,0,3.0,145.14,0,Retained,"4-12 Months (Medium Risk)"
1,15,6,"Mobile Phone",5,Married,3,0,2.0,149.51,0,Retained,"0-3 Months (High Risk)"
1,8,4,Mobile,4,Divorced,1,0,4.0,132.01,0,Retained,"0-3 Months (High Risk)"
12,16,3,"Laptop & Accessory",5,Married,3,0,7.0,153.77,0,Retained,"4-12 Months (Medium Risk)"
5,7,3,Fashion,1,Married,2,0,7.0,204.22,0,Retained,"4-12 Months (Medium Risk)"
8,14,4,"Mobile Phone",3,Married,2,1,8.0,148.08,0,Retained,"4-12 Months (Medium Risk)"
1,7,4,"Laptop & Accessory",4,Married,3,0,5.0,188.97,0,Retained,"0-3 Months (High Risk)"
0,14,1,Mobile,3,Married,8,0,2.0,135.17,0,Retained,"0-3 Months (High Risk)"
16,15,3,"Laptop & Accessory",3,Married,4,1,7.0,156.79,0,Retained,">12 Months (Low Risk)"
18,35,2,Grocery,2,Divorced,5,1,12.0,258.2,0,Retained,">12 Months (Low Risk)"
5,12,4,"Laptop & Accessory",1,Married,3,0,3.0,179.76,0,Retained,"4-12 Months (Medium Risk)"
6,10,3,"Laptop & Accessory",4,Married,6,0,7.0,130.55,0,Retained,"4-12 Months (Medium Risk)"
9,8,4,Fashion,3,Divorced,2,0,0.0,175.96,0,Retained,"4-12 Months (Medium Risk)"
24,11,3,Grocery,4,Married,2,1,10.0,240.26,0,Retained,">12 Months (Low Risk)"
10,7,5,"Laptop & Accessory",3,Married,2,0,3.0,168.74,0,Retained,"4-12 Months (Medium Risk)"
22,9,3,"Laptop & Accessory",4,Divorced,5,0,3.0,206.2,0,Retained,">12 Months (Low Risk)"
6,7,4,"Mobile Phone",1,Married,2,0,3.0,148.14,0,Retained,"4-12 Months (Medium Risk)"
3,9,4,"Laptop & Accessory",3,Married,3,0,3.0,171.49,0,Retained,"0-3 Months (High Risk)"
1,16,4,"Mobile Phone",5,Single,4,1,1.0,156.72,1,Churned,"0-3 Months (High Risk)"
5,10,3,"Mobile Phone",4,Married,3,0,2.0,139.31,0,Retained,"4-12 Months (Medium Risk)"
10,16,3,"Laptop & Accessory",4,Single,3,1,1.0,141.97,0,Retained,"4-12 Months (Medium Risk)"
27,25,3,Fashion,4,Divorced,3,0,1.0,207.25,0,Retained,">12 Months (Low Risk)"
0,8,3,"Mobile Phone",3,Single,7,0,1.0,143.82,1,Churned,"0-3 Months (High Risk)"
15,8,4,"Laptop & Accessory",2,Single,4,0,0.0,167.81,0,Retained,">12 Months (Low Risk)"
5,8,3,"Laptop & Accessory",4,Married,1,1,2.0,140.78,0,Retained,"4-12 Months (Medium Risk)"
21,9,5,"Mobile Phone",1,Married,11,1,1.0,148.8,1,Churned,">12 Months (Low Risk)"
14,9,4,"Mobile Phone",3,Married,4,0,3.0,145.01,0,Retained,">12 Months (Low Risk)"
11,6,1,Mobile,3,Divorced,2,0,0.0,128.44,0,Retained,"4-12 Months (Medium Risk)"
10,8,6,Fashion,5,Married,4,1,,227.52,0,Retained,"4-12 Months (Medium Risk)"
14,9,4,Others,3,Married,2,0,13.0,305.41,0,Retained,">12 Months (Low Risk)"
0,10,4,"Laptop & Accessory",2,Single,2,1,3.0,144.87,0,Retained,"0-3 Months (High Risk)"
19,31,4,"Mobile Phone",4,Single,3,0,5.0,146.77,0,Retained,">12 Months (Low Risk)"
3,21,4,Fashion,5,Married,3,0,7.0,171.4,0,Retained,"0-3 Months (High Risk)"
11,6,4,Fashion,3,Single,10,1,0.0,153.81,1,Churned,"4-12 Months (Medium Risk)"
3,18,3,"Laptop & Accessory",3,Single,1,0,4.0,165.77,0,Retained,"0-3 Months (High Risk)"
10,15,4,"Laptop & Accessory",4,Married,2,0,3.0,141.89,0,Retained,"4-12 Months (Medium Risk)"
21,13,3,"Laptop & Accessory",5,Married,5,0,2.0,154.86,0,Retained,">12 Months (Low Risk)"
14,7,4,"Laptop & Accessory",1,Married,6,0,4.0,190.13,0,Retained,">12 Months (Low Risk)"
9,14,1,Fashion,5,Married,10,0,,217.13,0,Retained,"4-12 Months (Medium Risk)"
11,8,6,"Laptop & Accessory",1,Married,3,0,,220.25,0,Retained,"4-12 Months (Medium Risk)"
5,6,3,Mobile,5,Single,2,0,0.0,129.56,0,Retained,"4-12 Months (Medium Risk)"
9,15,4,"Mobile Phone",3,Single,3,0,5.0,168.23,0,Retained,"4-12 Months (Medium Risk)"
28,10,4,"Laptop & Accessory",5,Married,4,0,6.0,184.4,0,Retained,">12 Months (Low Risk)"
9,28,4,"Laptop & Accessory",1,Married,3,1,8.0,165.14,0,Retained,"4-12 Months (Medium Risk)"
24,6,4,Others,3,Married,6,1,1.0,318.31,0,Retained,">12 Months (Low Risk)"
0,31,4,Mobile,4,Single,5,1,2.0,123.13,1,Churned,"0-3 Months (High Risk)"
4,11,3,"Laptop & Accessory",5,Single,1,0,7.0,199.36,0,Retained,"4-12 Months (Medium Risk)"
2,15,3,Mobile,3,Married,10,0,2.0,129.74,0,Retained,"0-3 Months (High Risk)"
8,9,5,"Mobile Phone",5,Single,3,0,4.0,168.81,0,Retained,"4-12 Months (Medium Risk)"
1,12,4,Mobile,2,Single,3,0,1.0,135.51,0,Retained,"0-3 Months (High Risk)"
31,25,4,Fashion,2,Single,8,0,,230.12,0,Retained,">12 Months (Low Risk)"
17,7,3,Mobile,1,Married,5,1,2.0,131.95,0,Retained,">12 Months (Low Risk)"
10,19,3,"Laptop & Accessory",1,Married,2,0,7.0,142.85,0,Retained,"4-12 Months (Medium Risk)"
1,20,4,"Laptop & Accessory",5,Married,4,0,3.0,167.33,1,Churned,"0-3 Months (High Risk)"
12,6,2,Fashion,2,Married,1,0,7.0,196.13,0,Retained,"4-12 Months (Medium Risk)"
16,7,4,"Mobile Phone",5,Married,5,0,3.0,150.76,0,Retained,">12 Months (Low Risk)"
6,15,5,"Laptop & Accessory",4,Married,3,1,10.0,177.28,0,Retained,"4-12 Months (Medium Risk)"
3,28,2,Fashion,5,Married,3,0,,224.8,0,Retained,"0-3 Months (High Risk)"
9,15,4,"Mobile Phone",2,Divorced,3,0,3.0,150.72,0,Retained,"4-12 Months (Medium Risk)"
17,17,4,"Mobile Phone",1,Single,2,0,8.0,149.55,0,Retained,">12 Months (Low Risk)"
12,17,3,Fashion,1,Married,2,0,7.0,176.54,1,Churned,"4-12 Months (Medium Risk)"
16,33,3,Fashion,5,Married,9,0,1.0,208.2,0,Retained,">12 Months (Low Risk)"
25,8,4,Mobile,2,Single,8,0,2.0,132.12,0,Retained,">12 Months (Low Risk)"
20,33,5,"Laptop & Accessory",4,Single,10,0,3.0,204.91,0,Retained,">12 Months (Low Risk)"
12,12,1,Fashion,3,Married,3,0,6.0,182.37,0,Retained,"4-12 Months (Medium Risk)"
7,9,3,"Mobile Phone",2,Divorced,1,0,2.0,137.37,0,Retained,"4-12 Months (Medium Risk)"
12,12,4,Fashion,5,Married,5,0,7.0,199.91,0,Retained,"4-12 Months (Medium Risk)"
1,31,4,"Mobile Phone",4,Married,3,1,1.0,149.08,1,Churned,"0-3 Months (High Risk)"
18,10,3,"Laptop & Accessory",4,Married,2,0,8.0,144.47,0,Retained,">12 Months (Low Risk)"
7,9,3,"Laptop & Accessory",1,Single,1,0,4.0,177.56,0,Retained,"4-12 Months (Medium Risk)"
14,31,4,"Laptop & Accessory",2,Married,3,0,8.0,158.19,0,Retained,">12 Months (Low Risk)"
12,7,4,Fashion,5,Married,3,0,12.0,260.82,0,Retained,"4-12 Months (Medium Risk)"
16,17,3,Fashion,3,Married,2,0,9.0,175.1,0,Retained,">12 Months (Low Risk)"
30,11,4,Fashion,4,Married,3,1,4.0,205.52,0,Retained,">12 Months (Low Risk)"
25,9,6,"Laptop & Accessory",4,Married,7,0,3.0,179.82,0,Retained,">12 Months (Low Risk)"
7,23,4,"Laptop & Accessory",1,Married,3,1,3.0,178.68,0,Retained,"4-12 Months (Medium Risk)"
29,7,4,Others,5,Single,2,1,14.0,315.45,0,Retained,">12 Months (Low Risk)"
13,8,3,Others,3,Married,1,0,9.0,294.36,0,Retained,">12 Months (Low Risk)"
6,14,1,Mobile,5,Married,7,0,6.0,131.43,0,Retained,"4-12 Months (Medium Risk)"
10,7,4,"Laptop & Accessory",2,Single,6,0,1.0,191.53,0,Retained,"4-12 Months (Medium Risk)"
1,36,5,"Laptop & Accessory",3,Single,3,0,9.0,170.08,1,Churned,"0-3 Months (High Risk)"
1,19,4,"Mobile Phone",1,Single,3,0,5.0,151.47,0,Retained,"0-3 Months (High Risk)"
23,23,4,Fashion,5,Married,6,0,11.0,232.69,0,Retained,">12 Months (Low Risk)"
4,35,4,"Laptop & Accessory",1,Married,2,0,7.0,154.68,0,Retained,"4-12 Months (Medium Risk)"
13,8,3,Others,3,Married,1,0,12.0,280.41,0,Retained,">12 Months (Low Risk)"
27,9,5,Fashion,4,Divorced,4,0,13.0,200.25,0,Retained,">12 Months (Low Risk)"
10,9,4,"Laptop & Accessory",4,Married,6,1,1.0,194.62,0,Retained,"4-12 Months (Medium Risk)"
31,13,4,"Mobile Phone",3,Divorced,10,0,3.0,147.67,0,Retained,">12 Months (Low Risk)"
26,29,3,Grocery,1,Single,7,0,8.0,242.75,0,Retained,">12 Months (Low Risk)"
5,14,4,Fashion,2,Single,3,1,11.0,196.43,0,Retained,"4-12 Months (Medium Risk)"
0,8,1,"Laptop & Accessory",3,Single,1,0,7.0,165,0,Retained,"0-3 Months (High Risk)"
4,16,4,"Laptop & Accessory",5,Married,3,0,11.0,155.72,0,Retained,"4-12 Months (Medium Risk)"
7,14,1,"Laptop & Accessory",3,Married,2,0,8.0,167.99,0,Retained,"4-12 Months (Medium Risk)"
0,10,5,Fashion,1,Married,2,0,8.0,204,1,Churned,"0-3 Months (High Risk)"
21,11,4,"Laptop & Accessory",1,Single,3,1,8.0,166.63,0,Retained,">12 Months (Low Risk)"
60,27,3,Grocery,1,Married,5,1,0.0,278.75,0,Retained,">12 Months (Low Risk)"
1,32,5,"Mobile Phone",4,Divorced,7,0,2.0,150.46,1,Churned,"0-3 Months (High Risk)"
13,25,3,"Laptop & Accessory",1,Married,9,1,7.0,127.41,0,Retained,">12 Months (Low Risk)"
20,20,3,"Laptop & Accessory",3,Married,4,1,2.0,145.91,0,Retained,">12 Months (Low Risk)"
4,7,5,Fashion,3,Single,3,0,,209.74,0,Retained,"4-12 Months (Medium Risk)"
5,15,4,Grocery,4,Single,5,0,1.0,289.22,0,Retained,"4-12 Months (Medium Risk)"
22,24,3,"Laptop & Accessory",2,Married,2,1,7.0,168.04,0,Retained,">12 Months (Low Risk)"
30,16,4,"Mobile Phone",3,Divorced,4,0,4.0,154.42,0,Retained,">12 Months (Low Risk)"
14,12,3,Fashion,1,Single,4,1,0.0,235.91000000000003,0,Retained,">12 Months (Low Risk)"
1,28,4,"Mobile Phone",3,Married,3,0,1.0,148.77,1,Churned,"0-3 Months (High Risk)"
10,17,4,Fashion,1,Single,3,0,,224.8,0,Retained,"4-12 Months (Medium Risk)"
1,11,3,"Laptop & Accessory",1,Single,2,0,2.0,149.08,0,Retained,"0-3 Months (High Risk)"
7,15,4,"Laptop & Accessory",5,Married,4,0,3.0,188.92,0,Retained,"4-12 Months (Medium Risk)"
0,13,4,"Laptop & Accessory",5,Single,9,0,7.0,168.11,0,Retained,"0-3 Months (High Risk)"
5,9,4,"Mobile Phone",3,Married,2,0,3.0,155.67,0,Retained,"4-12 Months (Medium Risk)"
11,9,4,"Laptop & Accessory",3,Divorced,6,1,,221.02,0,Retained,"4-12 Months (Medium Risk)"
11,12,4,"Laptop & Accessory",1,Married,9,0,5.0,188.47,0,Retained,"4-12 Months (Medium Risk)"
15,12,2,"Mobile Phone",3,Married,4,1,4.0,146.27,0,Retained,">12 Months (Low Risk)"
8,24,3,"Laptop & Accessory",5,Married,1,0,4.0,0,0,Retained,"4-12 Months (Medium Risk)"
10,9,5,Fashion,3,Divorced,3,0,1.0,200.96,0,Retained,"4-12 Months (Medium Risk)"
0,14,3,"Laptop & Accessory",3,Married,1,1,4.0,149.07,0,Retained,"0-3 Months (High Risk)"
12,9,5,"Mobile Phone",4,Single,3,0,4.0,149.4,0,Retained,"4-12 Months (Medium Risk)"
6,19,3,Mobile,1,Single,4,0,2.0,134.52,0,Retained,"4-12 Months (Medium Risk)"
31,31,2,Fashion,1,Married,5,1,,219.39,0,Retained,">12 Months (Low Risk)"
10,33,1,"Laptop & Accessory",3,Single,5,1,3.0,163.97,1,Churned,"4-12 Months (Medium Risk)"
0,12,4,Mobile,2,Single,2,1,0.0,129.26,1,Churned,"0-3 Months (High Risk)"
30,8,4,Grocery,2,Single,4,1,3.0,237.26,0,Retained,">12 Months (Low Risk)"
20,21,4,"Mobile Phone",4,Divorced,11,1,4.0,174.63,1,Churned,">12 Months (Low Risk)"
1,11,2,"Mobile Phone",5,Married,4,0,3.0,153.19,0,Retained,"0-3 Months (High Risk)"
29,15,3,Mobile,3,Married,3,0,3.0,129.42,0,Retained,">12 Months (Low Risk)"
1,9,2,"Laptop & Accessory",3,Married,3,0,8.0,177.06,0,Retained,"0-3 Months (High Risk)"
11,9,5,"Laptop & Accessory",1,Married,7,0,1.0,176.63,0,Retained,"4-12 Months (Medium Risk)"
22,29,4,Grocery,1,Married,5,0,8.0,296.74,0,Retained,">12 Months (Low Risk)"
24,17,4,Grocery,4,Single,4,0,,231.42000000000002,0,Retained,">12 Months (Low Risk)"
9,35,2,"Laptop & Accessory",3,Married,3,0,9.0,159.07,0,Retained,"4-12 Months (Medium Risk)"
19,27,6,Fashion,5,Married,4,1,8.0,233.51,0,Retained,">12 Months (Low Risk)"
23,35,4,Grocery,3,Divorced,1,0,7.0,270.46,0,Retained,">12 Months (Low Risk)"
1,7,4,"Mobile Phone",4,Married,3,0,5.0,163.16,0,Retained,"0-3 Months (High Risk)"
22,7,3,Grocery,3,Single,5,0,0.0,253.79000000000002,0,Retained,">12 Months (Low Risk)"
4,9,3,Mobile,5,Married,2,1,3.0,130.65,0,Retained,"4-12 Months (Medium Risk)"
4,32,5,Fashion,4,Single,4,1,,215.94,1,Churned,"4-12 Months (Medium Risk)"
